"","phylum","class","order","family","genus","species","nutrition","morphology"
"OTUc_10207","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10208","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_sp.","bacterivore","naked_flagellate"
"OTUc_10209","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_1021","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10210","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10211","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10212","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10213","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10214","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10215","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_10216","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10217","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10219","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1022","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_10220","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10221","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10223","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Metabolomonas","Metabolomonas_insania","bacterivore","naked_amoeboflagellate"
"OTUc_10224","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10225","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10226","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10227","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10228","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10229","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_1023","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10230","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10231","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10232","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10233","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_10234","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10235","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10236","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10237","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10238","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","Polymyxa","Polymyxa_graminis","plant_parasite","endoparasite"
"OTUc_10239","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_1024","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10240","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10241","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10242","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_10243","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10244","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_10245","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10246","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10247","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10248","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10249","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1025","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10250","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10251","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10252","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_10253","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10254","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10255","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","unclassified","bacterivore","naked_flagellate"
"OTUc_10256","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10257","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10259","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1026","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","unclassified","bacterivore","naked_flagellate"
"OTUc_10260","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_10261","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10262","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_10263","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10264","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10265","Endomyxa","Phytomyxea","Plasmodiophorida","unclassified","unclassified","unclassified","unknown","endoparasite"
"OTUc_10266","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10267","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10268","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_10269","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_1027","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_10270","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_10271","Cercozoa","Imbricatea","Euglyphida","Sphenoderiidae","Trachelocorythion","Trachelocorythion_pulchellum","omnivore","testate_cell_silica"
"OTUc_10272","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10273","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_10274","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10275","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10276","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10277","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10278","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10279","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_1028","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_10280","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10281","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10282","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10283","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10284","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10285","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_10286","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_10287","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10288","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_10289","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_1029","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10290","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10291","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10292","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10293","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10294","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10295","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10296","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_10297","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_10298","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10299","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_103","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1030","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10300","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10301","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_10302","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","unclassified","bacterivore","naked_flagellate"
"OTUc_10303","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_10304","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10305","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10306","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10307","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10308","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","unclassified","bacterivore","naked_flagellate"
"OTUc_10309","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Allantion","Allantion_sp.","bacterivore","naked_flagellate"
"OTUc_1031","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_10310","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10311","Cercozoa","Sarcomonadea","Glissomonadida","Proleptomonadidae","Proleptomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_10312","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10313","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_10314","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","unclassified","bacterivore","naked_flagellate"
"OTUc_10315","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Teretomonas","Teretomonas_rotunda","bacterivore","naked_flagellate"
"OTUc_10316","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Neocercomonas","Neocercomonas_jutlandica","omnivore","naked_amoeboflagellate"
"OTUc_10317","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_10318","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_globosa","bacterivore","naked_flagellate"
"OTUc_10319","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1032","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_10320","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_10321","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","unclassified","bacterivore","naked_flagellate"
